Wavelength,Flux,BestFit,SkyFlux
8105.877,23.123,23.400,13.149
8107.743,21.941,23.374,7.833
8109.611,22.276,23.082,4.913
8111.478,22.606,23.134,4.735
8113.346,22.678,23.138,4.594
8115.214,22.493,23.135,4.466
8117.083,22.652,22.860,4.275
8118.952,21.554,22.428,4.077
8120.822,21.769,22.513,3.868
8122.692,22.626,23.079,4.007
8124.563,22.440,23.428,4.218
8126.434,22.087,23.477,4.147
8128.305,22.613,23.237,4.259
8130.177,21.962,23.096,4.582
8132.049,22.487,23.363,4.521
8133.922,23.298,22.896,4.581
8135.795,22.410,22.778,4.650
8137.669,23.569,22.852,4.845
8139.543,23.335,23.023,6.094
8141.417,22.753,23.178,7.358
8143.292,23.547,23.066,6.511
8145.167,22.708,22.892,4.873
8147.043,21.491,23.026,5.835
8148.919,22.298,22.900,8.162
8150.796,22.321,22.690,7.542
8152.673,22.627,22.891,5.018
8154.550,22.833,23.392,3.989
8156.428,22.562,23.168,4.096
8158.306,22.568,23.092,3.779
8160.185,22.799,23.236,3.822
8162.064,22.868,23.185,3.970
8163.944,21.837,22.862,4.070
8165.824,21.380,22.743,4.071
8167.704,22.560,23.047,4.210
8169.585,22.557,23.096,4.172
8171.466,22.628,23.038,3.937
8173.348,23.414,22.935,4.162
8175.230,22.303,22.900,4.491
8177.113,22.463,23.099,4.605
8178.996,22.320,23.107,4.536
8180.880,23.018,23.061,5.120
8182.764,21.876,22.575,5.851
8184.648,19.942,20.735,6.675
8186.533,19.440,19.100,6.979
8188.418,20.913,20.607,7.226
8190.304,21.936,22.023,7.703
8192.190,22.367,22.674,7.557
8194.076,21.656,22.600,7.165
8195.963,19.923,20.431,7.897
8197.851,17.582,17.864,8.677
8199.738,19.219,19.299,7.791
8201.627,21.419,21.636,6.169
8203.515,21.770,22.289,5.855
8205.405,21.655,22.502,5.741
8207.294,22.079,22.500,5.723
8209.184,22.021,22.240,5.893
8211.075,22.549,22.352,5.420
8212.966,22.023,22.475,4.705
8214.857,21.748,21.975,4.539
8216.749,20.752,21.774,4.643
8218.641,21.884,22.237,4.642
8220.533,23.076,22.421,4.300
8222.426,21.640,21.334,4.000
8224.320,21.662,21.079,4.002
8226.214,21.805,22.319,4.366
8228.108,23.155,23.007,4.070
8230.003,22.841,22.795,3.733
8231.898,22.755,22.462,3.568
8233.794,21.243,22.438,3.691
8235.690,21.683,22.460,3.739
8237.587,22.463,22.738,3.774
8239.484,22.427,22.625,3.830
8241.381,22.711,22.446,3.990
8243.279,22.309,22.608,4.586
8245.177,22.714,22.784,4.755
8247.076,23.467,22.733,4.390
8248.975,23.319,22.703,4.703
8250.875,22.945,22.426,4.931
8252.775,22.747,22.435,4.127
8254.675,23.766,22.875,3.843
8256.576,22.760,22.920,4.160
8258.478,22.677,22.586,4.116
8260.379,22.519,22.570,3.727
8262.282,23.177,23.002,3.831
8264.184,23.064,23.272,3.601
8266.088,22.752,23.090,3.576
8267.991,22.689,22.902,3.767
8269.895,22.412,22.782,3.660
8271.800,22.590,22.781,3.744
8273.704,22.797,22.960,3.804
8275.610,22.374,22.837,3.939
8277.515,22.789,22.480,5.929
8279.422,22.818,22.660,14.306
8281.328,23.645,22.761,27.217
8283.235,23.666,22.705,38.518
8285.143,23.722,22.841,34.833
8287.051,22.268,23.017,22.243
8288.959,22.642,22.768,31.338
8290.868,23.691,22.145,47.060
8292.777,22.339,22.461,33.585
8294.687,21.635,22.214,11.372
8296.597,22.932,21.996,12.116
8298.508,22.173,22.059,29.628
8300.419,22.013,22.208,49.994
8302.330,24.265,22.363,47.474
8304.242,21.888,22.541,18.872
8306.154,23.612,22.645,7.297
8308.067,22.122,22.321,5.562
8309.980,21.366,22.042,6.625
8311.894,20.226,22.054,15.030
8313.808,20.713,22.027,19.285
8315.723,22.054,22.665,11.229
8317.638,22.230,22.832,4.843
8319.553,21.861,22.691,5.267
8321.469,22.438,22.563,5.509
8323.385,20.979,22.502,4.487
8325.302,22.033,22.389,3.933
8327.219,21.281,22.057,3.662
8329.137,19.602,20.284,3.512
8331.055,19.349,20.039,3.450
8332.973,20.658,21.066,3.432
8334.892,20.745,21.379,3.498
8336.812,21.131,20.870,3.620
8338.732,21.265,21.992,4.762
8340.652,21.947,21.865,5.947
8342.573,21.393,21.190,8.914
8344.494,22.078,21.358,43.847
8346.415,23.919,22.140,105.062
8348.338,27.330,21.923,103.549
8350.260,19.240,21.312,25.179
8352.183,21.647,21.630,14.352
8354.106,21.138,21.798,34.264
8356.030,23.862,22.067,38.531
8357.954,22.528,22.492,19.694
8359.879,21.850,22.044,5.833
8361.804,22.137,21.978,5.609
8363.730,21.993,21.822,8.454
8365.656,21.170,21.348,14.859
8367.582,21.206,21.098,18.519
8369.509,21.486,21.563,11.777
8371.437,21.669,22.360,4.700
8373.365,20.816,22.399,3.872
8375.293,22.539,22.218,3.735
8377.222,22.078,22.055,3.900
8379.151,22.396,21.833,4.362
8381.080,21.965,21.563,7.710
8383.010,21.580,21.347,19.693
8384.941,22.253,20.843,29.694
8386.872,20.939,20.777,18.950
8388.803,20.100,20.289,6.512
8390.735,19.692,19.926,4.304
8392.667,19.658,20.507,5.041
8394.600,21.891,21.514,4.957
8396.533,21.632,21.848,4.898
8398.467,21.830,21.395,16.696
8400.401,21.827,21.412,60.268
8402.335,20.858,21.723,78.805
8404.270,21.275,21.790,38.451
8406.205,21.844,21.958,7.315
8408.141,22.403,22.339,3.949
8410.078,20.680,22.268,3.922
8412.014,21.817,22.109,3.856
8413.951,22.978,21.732,5.171
8415.889,21.245,21.284,21.311
8417.827,21.555,21.547,36.184
8419.766,23.040,21.864,24.396
8421.705,20.377,21.752,7.255
8423.644,21.841,21.687,4.483
8425.584,21.472,21.815,5.074
8427.524,21.132,21.548,6.413
8429.465,21.800,20.566,19.118
8431.406,21.071,21.072,73.078
8433.348,23.587,22.294,97.027
8435.290,20.665,21.883,41.893
8437.232,19.664,20.245,7.825
8439.175,19.886,19.504,4.481
8441.119,20.640,20.577,3.506
8443.062,21.394,20.961,3.494
8445.007,21.574,21.612,3.612
8446.951,20.866,21.908,3.761
8448.897,21.832,21.834,3.919
8450.842,21.725,21.785,4.857
8452.788,21.997,21.761,18.694
8454.735,22.921,21.768,34.646
8456.682,22.701,22.098,24.276
8458.629,21.195,21.887,7.080
8460.577,22.653,21.884,4.107
8462.526,21.570,22.239,4.517
8464.474,22.189,21.636,13.332
8466.424,22.504,22.082,49.991
8468.373,23.067,21.439,73.683
8470.324,20.086,19.987,35.407
8472.274,20.089,19.681,6.140
8474.225,21.532,21.087,4.177
8476.177,22.059,22.194,5.058
8478.129,21.899,22.375,4.917
8480.081,22.520,22.079,3.797
8482.034,21.728,21.991,3.338
8483.987,22.226,21.836,3.157
8485.941,22.076,21.627,3.194
8487.895,22.046,22.116,3.377
8489.850,20.914,22.188,3.366
8491.805,22.130,21.922,3.728
8493.760,22.972,21.797,11.313
8495.716,21.322,22.022,22.985
8497.673,22.383,21.109,18.729
8499.630,17.362,17.295,7.302
8501.587,16.775,15.553,4.632
8503.545,18.811,18.288,7.756
8505.503,20.873,20.796,26.003
8507.462,21.534,21.719,43.244
8509.421,21.255,22.056,27.251
8511.380,21.114,21.912,5.983
8513.340,22.957,21.941,3.418
8515.301,20.562,20.938,3.249
8517.262,20.121,19.737,3.180
8519.223,20.475,19.746,3.469
8521.185,20.902,20.854,3.846
8523.147,20.893,21.330,4.002
8525.110,20.942,21.813,3.715
8527.073,21.238,21.713,3.200
8529.037,21.308,21.286,3.161
8531.001,20.114,21.198,3.294
8532.966,20.484,21.477,3.132
8534.931,20.724,21.329,3.035
8536.896,21.146,21.004,3.268
8538.862,20.242,20.366,6.666
8540.828,18.045,18.727,11.847
8542.795,16.187,15.121,10.095
8544.763,12.793,11.119,4.662
8546.730,12.620,11.449,3.736
8548.698,16.510,16.367,9.212
8550.667,20.439,19.176,20.906
8552.636,18.662,20.220,18.680
8554.606,20.458,20.840,8.068
8556.576,22.036,21.197,3.794
8558.546,20.841,21.058,3.319
8560.517,22.642,21.303,2.865
8562.488,21.383,21.622,2.944
8564.460,21.711,21.694,2.937
8566.433,21.013,21.802,3.020
8568.405,22.002,22.038,3.009
8570.378,20.396,21.880,2.987
8572.352,22.797,21.678,3.344
8574.326,21.388,21.693,3.979
8576.301,21.072,21.832,4.308
8578.276,21.555,21.879,4.338
8580.251,21.926,21.812,4.027
8582.227,22.679,21.773,3.277
8584.203,21.167,21.374,3.010
8586.180,20.822,21.130,2.942
8588.157,21.568,21.289,4.473
8590.135,21.847,21.592,7.711
8592.113,21.956,21.689,7.410
8594.092,21.957,21.528,4.484
8596.071,21.247,21.214,4.035
8598.051,20.711,21.045,8.312
8600.031,22.046,20.855,11.038
8602.011,20.887,20.864,7.095
8603.992,21.203,21.255,3.835
8605.973,21.677,21.625,3.698
8607.955,21.889,21.676,3.944
8609.938,21.738,21.497,4.866
8611.920,21.872,21.256,6.175
8613.903,21.023,20.701,8.244
8615.887,20.713,20.208,11.278
8617.871,23.604,20.872,15.230
8619.856,21.438,21.294,19.899
8621.841,21.957,21.231,24.482
8623.826,21.800,20.917,29.627
8625.812,22.113,20.921,33.582
8627.799,22.370,21.364,36.751
8629.785,22.914,21.585,40.239
8631.773,22.646,21.639,40.607
8633.761,22.814,21.400,39.323
8635.749,22.972,21.202,37.547
8637.737,21.466,21.237,32.767
8639.727,21.264,21.418,26.825
8641.716,21.849,21.542,20.954
8643.706,22.217,21.576,15.859
8645.697,20.959,21.434,9.869
8647.688,20.946,21.327,9.396
8649.679,22.583,21.145,15.483
8651.671,19.025,20.820,25.748
8653.663,21.130,20.725,32.178
8655.656,21.979,20.930,32.815
8657.650,21.115,20.630,36.131
8659.643,20.173,20.038,36.427
8661.637,20.189,18.278,38.758
8663.632,16.420,14.474,36.347
8665.627,12.328,10.932,32.768
8667.623,16.098,14.469,37.440
8669.619,18.891,18.580,29.686
8671.615,21.592,20.250,29.470
8673.612,21.750,20.523,30.141
8675.610,20.812,20.496,22.400
8677.607,20.375,19.505,23.323
8679.606,21.500,19.942,19.671
8681.605,21.548,20.750,15.166
8683.604,21.553,20.847,17.475
8685.604,21.567,20.695,12.800
8687.604,20.895,20.776,10.117
8689.604,19.974,19.993,11.660
8691.605,17.723,17.707,8.556
8693.607,18.972,18.402,7.239
8695.609,20.593,20.152,8.156
8697.611,20.938,21.103,6.054
8699.614,21.744,21.134,5.583
8701.618,21.526,20.750,7.492
8703.622,21.178,20.559,6.797
8705.626,22.426,20.973,5.075
8707.631,20.590,21.289,5.548
8709.636,22.054,21.295,6.547
8711.642,20.911,21.104,5.759
8713.648,20.601,20.612,4.211
8715.654,19.794,20.232,3.357
8717.661,20.872,20.685,2.943
8719.669,21.541,20.982,2.924
8721.677,21.208,20.989,2.969
8723.685,20.489,21.167,2.839
8725.694,21.484,21.384,3.046
8727.704,21.414,21.352,3.494
8729.714,21.915,21.300,3.598
8731.724,20.616,20.988,3.094
8733.735,22.020,20.975,2.520
8735.746,21.134,21.175,2.568
8737.758,20.243,20.212,3.069
8739.770,19.914,20.034,3.458
8741.783,21.253,20.665,3.653
8743.796,20.898,20.912,3.871
8745.809,20.817,20.934,3.666
8747.823,21.649,21.200,3.257
8749.838,21.943,21.075,3.225
8751.853,21.540,20.901,3.613
8753.868,21.225,20.779,3.532
8755.884,20.671,20.804,3.157
8757.900,20.422,20.679,5.736
8759.917,20.770,20.566,19.826
8761.934,20.261,21.341,52.303
8763.952,21.909,21.753,70.358
8765.970,21.524,20.799,47.631
8767.989,21.422,20.043,45.955
8770.008,23.306,20.661,79.792
8772.028,21.856,21.690,60.077
8774.048,19.791,20.798,17.041
8776.068,20.459,19.624,14.690
8778.089,18.914,20.085,47.597
8780.111,24.368,20.841,91.732
8782.133,21.593,21.151,71.612
8784.155,20.650,21.304,20.419
8786.178,22.055,21.428,4.389
8788.201,21.990,21.333,3.624
8790.225,20.910,21.107,6.882
8792.249,22.423,20.874,23.310
8794.274,21.765,20.424,32.056
8796.299,19.894,19.963,15.031
8798.325,20.285,20.348,4.039
8800.351,20.940,20.641,3.156
8802.378,21.220,21.136,3.274
8804.405,21.014,21.087,3.090
8806.432,19.724,19.811,2.790
8808.460,18.232,17.543,2.963
8810.489,16.262,16.192,4.820
8812.518,18.654,18.905,6.705
8814.547,20.556,20.540,5.678
8816.577,21.137,20.964,3.232
8818.607,20.742,20.943,2.902
8820.638,21.118,20.856,2.940
8822.669,21.128,21.079,3.264
8824.701,18.925,20.288,6.261
8826.733,17.664,20.137,44.684
8828.766,19.965,20.343,147.288
8830.799,21.926,20.554,147.649
8832.833,19.128,20.759,55.662
8834.867,22.155,20.889,19.644
8836.901,21.908,21.274,42.920
8838.936,21.047,20.863,70.280
8840.972,21.841,20.374,46.519
8843.008,20.590,20.320,9.286
8845.044,20.496,20.521,3.851
8847.081,20.459,20.646,4.877
8849.118,20.193,20.734,8.098
8851.156,20.382,20.645,19.064
8853.194,24.020,20.875,22.670
8855.233,19.715,21.129,9.658
8857.272,21.387,20.921,3.367
8859.312,21.642,20.723,3.373
8861.352,20.538,20.936,3.483
8863.393,21.032,20.691,5.216
8865.434,20.073,20.376,7.669
8867.476,20.540,20.169,18.187
8869.518,19.585,19.882,46.560
8871.560,20.616,19.709,41.489
8873.603,20.573,20.486,12.218
8875.647,20.850,20.829,3.474
8877.690,21.057,20.976,3.273
8879.735,20.459,21.076,2.901
8881.780,18.902,21.011,3.456
8883.825,20.453,21.007,5.017
8885.871,20.402,20.978,37.604
8887.917,23.956,20.958,107.597
8889.964,22.521,20.935,91.085
8892.011,20.034,20.914,25.755
8894.059,21.811,20.896,5.667
8896.107,20.837,20.857,4.239
8898.156,21.143,20.882,5.309
8900.205,20.690,20.714,5.625
8902.254,20.530,20.621,11.067
8904.304,20.796,20.799,39.571
8906.355,22.661,21.041,54.505
8908.406,20.255,20.935,24.562
8910.457,21.848,20.917,6.860
8912.509,19.495,20.890,6.061
8914.562,21.910,20.859,4.147
8916.615,20.117,20.836,4.333
8918.668,19.718,20.807,20.757
8920.722,23.054,20.781,95.332
8922.776,28.101,20.756,145.991
8924.831,17.537,20.724,58.511
8926.886,20.890,20.706,8.605
8928.942,20.071,20.672,6.799
8930.998,20.978,20.635,6.520
8933.055,21.179,20.659,5.253
8935.112,20.627,20.464,4.446
8937.170,20.313,20.508,4.554
8939.228,20.370,20.618,4.940
8941.286,21.194,20.605,4.864
8943.345,20.113,20.288,17.921
8945.405,22.801,19.524,45.830
8947.465,20.189,19.335,40.466
8949.525,18.920,19.397,11.842
8951.586,20.697,19.987,3.611
8953.648,21.529,20.492,3.351
8955.710,20.148,20.346,4.668
8957.772,21.169,20.433,30.437
8959.835,23.284,20.429,93.327
8961.898,20.636,20.456,93.323
8963.962,19.860,20.471,28.206
8966.026,20.580,20.494,5.101
8968.091,21.894,20.529,3.675
8970.156,20.369,20.468,3.565
8972.222,19.732,20.578,4.625
8974.288,21.468,20.399,4.983
8976.355,20.554,20.189,3.849
8978.422,20.891,20.003,3.390
8980.489,20.330,19.975,4.171
8982.557,20.284,20.557,5.401
8984.626,20.131,20.331,5.920
8986.695,18.931,20.503,6.821
8988.764,21.736,20.511,20.293
8990.834,18.529,19.781,38.789
8992.905,22.870,18.576,26.972
8994.976,20.945,18.426,7.847
8997.047,20.655,22.669,4.541
8999.119,20.998,25.338,4.440
9001.191,21.127,23.582,22.995
9003.264,19.843,19.895,65.058
9005.338,21.376,18.314,57.813
9007.411,22.425,19.098,12.348
9009.486,20.177,18.813,3.334
9011.560,19.683,17.812,2.906
9013.636,19.186,17.401,2.386
9015.711,18.705,17.870,2.246
9017.788,18.887,17.950,2.093
9019.864,19.112,16.474,2.309
9021.941,19.866,17.686,3.106
9024.019,20.654,18.375,3.686
9026.097,20.805,17.199,3.272
9028.176,20.307,16.270,3.336
9030.255,21.131,17.513,3.962
9032.334,19.515,18.864,3.769
9034.414,21.296,19.192,3.125
9036.495,20.358,20.104,3.858
9038.576,21.429,20.949,11.117
9040.657,22.750,21.374,20.122
9042.739,20.174,21.317,13.475
9044.821,20.977,20.290,4.617
9046.904,20.231,20.741,4.281
9048.988,21.167,20.662,9.827
9051.072,22.430,20.424,28.613
9053.156,21.201,20.651,31.548
9055.241,19.025,20.880,12.371
9057.326,20.854,20.330,3.639
9059.412,21.839,20.780,3.413
9061.498,20.281,20.568,2.931
9063.585,20.169,20.001,2.609
9065.672,20.388,19.926,3.572
9067.760,20.923,20.377,4.093
9069.848,20.389,20.406,4.564
9071.936,19.802,20.000,5.170
9074.026,21.070,20.447,4.289
9076.115,20.187,20.605,2.963
9078.205,21.778,20.319,2.230
9080.296,19.908,20.128,2.040
9082.387,19.384,19.514,2.118
9084.478,20.889,19.911,2.445
9086.570,19.650,20.441,3.061
9088.663,20.740,19.892,3.009
9090.756,18.128,18.447,2.529
9092.849,17.291,17.749,6.365
9094.943,20.823,19.117,12.194
9097.038,19.724,19.663,9.542
9099.133,20.485,20.048,3.941
9101.228,20.717,20.022,3.642
9103.324,21.471,19.795,11.157
9105.420,22.747,19.855,17.414
9107.517,19.502,19.811,12.186
9109.615,18.890,19.808,3.669
9111.712,21.207,20.052,1.998
9113.811,20.324,19.901,2.437
9115.909,19.609,19.836,2.024
9118.009,21.408,20.210,1.878
9120.108,18.368,19.498,2.109
9122.209,18.254,19.084,2.132
9124.309,20.967,19.811,1.976
9126.411,20.792,20.067,1.992
9128.512,21.917,19.926,1.926
9130.614,19.536,20.314,1.865
9132.717,19.776,20.203,2.003
9134.820,20.380,20.245,2.220
9136.924,20.920,20.131,2.650
9139.028,19.339,19.949,2.813
9141.132,21.285,19.898,2.578
9143.237,19.305,19.842,2.416
9145.343,19.021,19.385,2.584
9147.449,19.302,19.318,2.453
9149.556,19.155,19.306,2.282
9151.663,18.260,19.392,4.160
9153.770,20.270,19.609,8.550
9155.878,21.642,19.756,9.917
9157.987,19.577,19.588,6.201
9160.095,20.904,19.405,5.751
9162.205,21.049,19.604,10.311
9164.315,21.033,19.712,11.010
9166.425,18.763,19.619,6.518
9168.536,19.115,19.620,3.069
9170.647,19.619,19.628,2.403
9172.759,18.886,19.184,2.575
9174.872,19.776,19.060,2.758
9176.985,19.209,19.132,3.002
9179.098,18.990,19.237,2.983
9181.212,21.192,19.353,2.907
9183.326,20.622,19.280,2.890
9185.441,19.952,19.324,2.905
9187.556,20.889,19.395,3.003
9189.672,20.124,19.357,2.944
9191.788,20.825,19.204,3.155
9193.905,20.090,19.011,3.301
9196.022,20.090,18.916,3.461
9198.140,20.090,19.301,4.709
9200.258,20.091,18.197,0.000
9202.377,20.091,19.612,0.000
9204.496,20.091,19.316,0.000
9206.615,20.091,7.805,0.000
9208.736,20.091,-10.375,0.000
9210.856,20.092,-6.486,0.000
9212.977,20.092,-6.344,0.000
9215.099,20.092,-7.576,0.000
9217.221,20.092,-6.648,0.000
9219.344,20.093,-7.095,0.000
9221.467,20.093,-6.913,0.000
